Disease_id	Disease_name	Disease_alias_name	DisGeNET_disease_type	UMLS_disease_type	MeSH_disease_class	HPO_disease_class	DO_disease_class	UMLS_disease_type_id	MeSH_disease_class_id	HPO_disease_class_id	DO_disease_class_id	DisGeNET_id	MeSH_id	HPO_id	DO_id	ICD10_id	OMIM_id
HBDIS002036	Myosarcoma	Myosarcoma; Muscle Cancer	disease	Neoplastic Process	Neoplasms	NA	disease of anatomical entity; disease of cellular proliferation	T191	C04	NA	DOID:14566; DOID:7	C0027095	D009217	NA	4045	NA	NA
HBDIS002037	Myositis	Myositis, Unspecified; Muscle Inflammation; Myositis; Myopathy, Familial Idiopathic Inflammatory; Inflammatory Myopathy; Infectious Myositis; Idiopathic Inflammatory Myopathies; Myositis, Proliferative; Myositis, Focal	disease	Disease or Syndrome	Nervous System Diseases; Musculoskeletal Diseases	Abnormality of the immune system; Abnormality of the musculature	disease of anatomical entity	T047	C05; C10	HP:0002715; HP:0003011	DOID:7	C0027121	D009220	HP:0009071; HP:0100614	633	M60; M60.9	160750
HBDIS002038	Myositis Ossificans	Fibrodysplasia Ossificans Progressiva; Myositis Ossificans	disease	Disease or Syndrome	Musculoskeletal Diseases	NA	disease of anatomical entity; genetic disease	T047	C05	NA	DOID:7; DOID:630	C0027122	D009221	NA	13374; 668	NA	NA
HBDIS002039	Myotonia	Myotonic Phenomenon; Percussion Myotonia; Delayed Relaxation of Muscle Fibers After Contraction; Myotonia	phenotype	Finding	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Abnormality of the musculature	NA	T033	C10; C23	HP:0003011	NA	C0027125	D009222	HP:0002486	NA	NA	NA
HBDIS002040	Myotonic Dystrophy	Dystrophia Myotonica 2; Myotonic Dystrophy; Congenital Myotonic Dystrophy; Myotonic Dystrophy Type 1	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases; Musculoskeletal Diseases	NA	disease of anatomical entity	T047	C05; C16; C10	NA	DOID:7	C0027126	D009223	NA	11722	NA	NA
HBDIS002041	Myotonia Congenita	Congenital Myopathy; Myotonia Congenita; Myotonia Levior; Generalized Myotonia of Thomsen; Myopathy, Congenital; Becker Generalized Myotonia	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases; Musculoskeletal Diseases	NA	disease of anatomical entity	T047	C05; C16; C10	NA	DOID:7	C0027127	D009224	NA	80100; 2106	NA	255300
HBDIS002042	Myxedema	Hypothyroidism; Myxedema	disease	Disease or Syndrome	Skin and Connective Tissue Diseases; Endocrine System Diseases	NA	disease of anatomical entity	T047	C19; C17	NA	DOID:7	C0027145	D009230	NA	11634; 1459	NA	255900
HBDIS002043	Myxoma	Myxoma	disease	Neoplastic Process	Neoplasms	NA	NA	T191	C04	NA	NA	C0027149	D009232	NA	NA	NA	NA
HBDIS002044	Nagana	Trypanosomiasis, African; Nagana; African Trypanosomiasis	disease	Disease or Syndrome	Infections	NA	NA	T047	C01	NA	NA	C0027333	D014353	NA	NA	NA	NA
HBDIS002045	Nail Diseases	Nail Diseases; Nail Disease; Nail Disorder, Unspecified; Nail Disorders; Abnormality of The Nail	group	Disease or Syndrome	Skin and Connective Tissue Diseases	Abnormality of the integument	disease of anatomical entity	T047	C17	HP:0001574	DOID:7	C0027339	D009260	HP:0001597	4123	L60; L60.9	NA
HBDIS002046	Nail-Patella Syndrome	Thrombocytopenia-Absent Radius Syndrome; Vacterl Association; Klippel-Trenaunay Syndrome; Rubinstein-Taybi Syndrome; Nail-Patella Syndrome; Split Hand-Foot Malformation 1 With Sensorineural Hearing Loss; Microphthalmia With Limb Anomalies; Holt-Oram Syndrome	disease	Disease or Syndrome	Skin and Connective Tissue Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Musculoskeletal Diseases	NA	disease of anatomical entity; genetic disease; syndrome	T047	C05; C16; C17	NA	DOID:7; DOID:225; DOID:630	C0027341	D009261	NA	60468; 14699; 1933; 14679; 9467; 2926; 90024; 60861	NA	161200
HBDIS002047	Narcissism	Narcissism	phenotype	Mental or Behavioral Dysfunction	NA	NA	NA	T048	NA	NA	NA	C0027401	D009289	NA	NA	NA	NA
HBDIS002048	Narcolepsy	Narcolepsy; Narcolepsy-Cataplexy Syndrome	disease	Disease or Syndrome	Mental Disorders; Nervous System Diseases	Abnormality of the nervous system	disease of mental health	T047	F03; C10	HP:0000707	DOID:150	C0027404	D009290	HP:0030050	8986	NA	NA
HBDIS002049	Opioid-Related Disorders	Opiate Addiction; Narcotic Abuse; Opioid-Related Disorders; Opiate Abuse; Abuse, Opioid; Narcotic Dependence; Opioid Abuse; Opiate Dependence	group	Mental or Behavioral Dysfunction	Mental Disorders; Chemically-Induced Disorders	NA	disease of mental health	T048	F03; C25	NA	DOID:150	C0027412	D009293	NA	11206; 2559	NA	NA
HBDIS002050	Nasal Congestion (Finding)	Nasal Blockage; Congestion of Nose; Nasal Congestion; Nasal Obstruction; Blockage of Nose; Obstruction of Nose; Stuffy Nose	phenotype	Sign or Symptom	Otorhinolaryngologic Diseases; Respiratory Tract Diseases	Abnormality of head or neck	NA	T184	C09; C08	HP:0000152	NA	C0027424	NA	HP:0001742	NA	NA	NA
HBDIS002051	Nasal Obstruction Present Finding	Congestion of Nose; Nasal Blockage; Nasal Congestion; Unilateral Nasal Obstruction; Nasal Obstruction; Blockage of Nose; Obstruction of Nose; Bilateral Nasal Obstruction; Stuffy Nose	phenotype	Finding	Otorhinolaryngologic Diseases; Respiratory Tract Diseases	Abnormality of head or neck	NA	T033	C09; C08	HP:0000152	NA	C0027429	D015508	HP:0001742	NA	NA	NA
HBDIS002052	Nasal Polyps	Nasal Polyposis; Polyp of Nasal Cavity; Nasal Polyp; Nasal Polyp, Unspecified; Polys of Nose; Nasal Polyps	disease	Disease or Syndrome	Otorhinolaryngologic Diseases; Respiratory Tract Diseases; Pathological Conditions, Signs and Symptoms	Abnormality of head or neck	NA	T047	C09; C08; C23	HP:0000152	NA	C0027430	D009298	HP:0100582	NA	J33.0; J33.9; J33	NA
HBDIS002053	Nasopharyngeal Diseases	Nasopharyngeal Diseases; Nasopharyngeal Disease	group	Disease or Syndrome	Stomatognathic Diseases; Otorhinolaryngologic Diseases	NA	disease of anatomical entity	T047	C07; C09	NA	DOID:7	C0027438	D009302	NA	9561	NA	NA
HBDIS002054	Nasopharyngeal Neoplasms	Cancer of Nasopharynx; Neoplasm of The Nasopharynx; Nasopharyngeal Neoplasm; Neoplasia of The Nasopharynx; Nasopharynx Carcinoma; Nasopharyngeal Neoplasms; Tumor of The Nasopharynx	group	Neoplastic Process	Stomatognathic Diseases; Otorhinolaryngologic Diseases; Neoplasms	Abnormality of head or neck; Abnormality of the respiratory system; Neoplasm	disease of anatomical entity; disease of cellular proliferation	T191	C04; C07; C09	HP:0002086; HP:0000152; HP:0002664	DOID:14566; DOID:7	C0027439	D009303	HP:0100630	9261	NA	NA
HBDIS002055	Nasopharyngitis	Nasopharyngitis; Common Cold	disease	Disease or Syndrome	Stomatognathic Diseases; Otorhinolaryngologic Diseases; Infections; Respiratory Tract Diseases	NA	disease of anatomical entity	T047	C01; C07; C08; C09	NA	DOID:7	C0027441	D009304	NA	10459; 10460	NA	NA
HBDIS002056	Natal Teeth	Natal Tooth; Born With Teeth; Teeth Present At Birth; Neonatal Teeth; Natal Teeth	phenotype	Finding	NA	Abnormality of head or neck	NA	T033	NA	HP:0000152	NA	C0027443	D009306	HP:0000695	NA	NA	187050
HBDIS002057	Nausea	Nausea	phenotype	Sign or Symptom	Pathological Conditions, Signs and Symptoms	Abnormality of the digestive system	NA	T184	C23	HP:0025031	NA	C0027497	D009325	HP:0002018	NA	NA	NA
HBDIS002058	Nausea And Vomiting	Nausea And Vomiting	phenotype	Sign or Symptom	Pathological Conditions, Signs and Symptoms	Abnormality of the digestive system	NA	T184	C23	HP:0025031	NA	C0027498	NA	HP:0002017	NA	R11	NA
HBDIS002059	Neck Neoplasms	Cancer of Head; Cancer of Neck; Head And Neck Neoplasms; Cancer of Head And Neck; Upper Aerodigestive Tract Neoplasms; Neck Neoplasms; Head Neoplasms	group	Neoplastic Process	Neoplasms	NA	NA	T191	C04	NA	NA	C0027533	D006258	NA	NA	NA	NA
HBDIS002060	Necrosis	Necrosis	phenotype	Organ or Tissue Function	Pathological Conditions, Signs and Symptoms	NA	NA	T042	C23	NA	NA	C0027540	D009336	NA	NA	NA	NA
HBDIS002061	Avascular Necrosis of Bone	Necrosis, Bone; Aseptic Necrosis of Bone; Osteonecrosis; Necrosis, Avascular, of Bone; Kienbock Disease	phenotype	Disease or Syndrome	Musculoskeletal Diseases; Pathological Conditions, Signs and Symptoms	NA	disease of anatomical entity	T047	C05; C23	NA	DOID:7	C0027543	D010020	NA	10159	NA	NA
HBDIS002062	Necrotizing Scleritis	Episcleritis; Scleritis; Necrotizing Scleritis	disease	Disease or Syndrome	Eye Diseases	NA	NA	T047	C11	NA	NA	C0027547	D015423	NA	NA	NA	NA
HBDIS002063	Negativism	Negativism	phenotype	Individual Behavior	Behavior and Behavior Mechanisms	NA	NA	T055	F01	NA	NA	C0027562	D009341	NA	NA	NA	NA
HBDIS002064	Nelson Syndrome	Nelson'S Syndrome; Nelson Syndrome	disease	Neoplastic Process	Nervous System Diseases; Neoplasms; Endocrine System Diseases	NA	disease of anatomical entity	T191	C04; C19; C10	NA	DOID:7	C0027577	D009347	NA	4968	E24.1	NA
HBDIS002065	Nematode Infections	Ascariasis; Infections, Nematode; Nematode Infections; Ascaridiasis	group	Disease or Syndrome	Infections	NA	disease by infectious agent	T047	C01	NA	DOID:0050117	C0027583	D009349	NA	3108; 456	NA	NA
HBDIS002066	Neonatal Abstinence Syndrome	Neonatal Abstinence Syndrome	disease	Disease or Syndrome	Mental Disorders; Chemically-Induced Disorders; Congenital, Hereditary, and Neonatal Diseases and Abnormalities	NA	disease of mental health	T047	F03; C16; C25	NA	DOID:150	C0027609	D009357	NA	9828	NA	NA
HBDIS002067	Congenital, Hereditary, And Neonatal Diseases And Abnormalities	Congenital, Hereditary, And Neonatal Diseases And Abnormalities	group	Disease or Syndrome; Congenital Abnormality	Congenital, Hereditary, and Neonatal Diseases and Abnormalities	NA	NA	T019; T047	C16	NA	NA	C0027612	D009358	NA	NA	NA	NA
HBDIS002068	Neonatal Hepatitis	Giant Cell Hepatitis	disease	Disease or Syndrome	Digestive System Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Infections	Abnormality of the immune system; Abnormality of the digestive system	NA	T047	C01; C06; C16	HP:0025031; HP:0002715	NA	C0027613	NA	HP:0200084	NA	NA	NA
HBDIS002069	Neoplasm Invasiveness	Neoplasm Invasiveness	phenotype	Pathologic Function	Neoplasms; Pathological Conditions, Signs and Symptoms	NA	NA	T046	C04; C23	NA	NA	C0027626	D009361	NA	NA	NA	NA
HBDIS002070	Neoplasm Metastasis	Neoplasm Metastasis	phenotype	Neoplastic Process	Neoplasms; Pathological Conditions, Signs and Symptoms	NA	NA	T191	C04; C23	NA	NA	C0027627	D009362	NA	NA	NA	NA
HBDIS002071	Neoplasm Recurrence, Local	Neoplasm Recurrence, Local	phenotype	Neoplastic Process	Neoplasms; Pathological Conditions, Signs and Symptoms	NA	NA	T191	C04; C23	NA	NA	C0027643	D009364	NA	NA	NA	NA
HBDIS002072	Neoplasm Seeding	Neoplasm Seeding	phenotype	Pathologic Function	Neoplasms; Pathological Conditions, Signs and Symptoms	NA	NA	T046	C04; C23	NA	NA	C0027645	D009366	NA	NA	NA	NA
HBDIS002073	Neoplasms	Cancer; Neoplasms; Neoplasm; Benign Neoplasm; Malignant Neoplasms; Tumour; Tumor; Neoplasia; Oncological Abnormality; Oncology	group	Neoplastic Process	Neoplasms	Neoplasm	disease of cellular proliferation	T191	C04	HP:0002664	DOID:14566	C0027651	D009369	HP:0002664	162	C00-D48.9	NA
